,vsini180,vsini185
T18000logg2.4,"{'H$\\beta$: 4861.33': 13.099231142234203, 'He I: 4921.93': 37.32167119449775, 'He I: 5015.68': 11.580283321918388, 'He II: 5411.53': 64.2952916627019, 'He I: 5875.66': 6.121788170594949, 'He II: 4199.83': 4.842637606415275, 'H$\\gamma$: 4340.46': 1.7578978667934175, 'H11: 3770.63': 10.206928439824287, 'H10: 3797.90': 12.127007884857074, 'He I: 3819.62': 3.261228764929928, 'H9: 3835.38': 9.788897546417914, 'H8: 3889.05': 2.922833800336743}","{'H$\\beta$: 4861.33': 12.03208887209767, 'He I: 4921.93': 35.85247021509873, 'He I: 5015.68': 11.107964168656018, 'He II: 5411.53': 64.29185518336352, 'He I: 5875.66': 5.118949843543214, 'He II: 4199.83': 4.840800698254027, 'H$\\gamma$: 4340.46': 1.6314390134435415, 'H11: 3770.63': 9.929430062774312, 'H10: 3797.90': 11.787983660892744, 'He I: 3819.62': 3.1151264153142733, 'H9: 3835.38': 9.625083236465631, 'H8: 3889.05': 2.7183925379442413}"
T18000logg2.6,"{'H$\\beta$: 4861.33': 68.40415660460992, 'He I: 4921.93': 61.777433512582434, 'He I: 5015.68': 21.643821062245213, 'He II: 5411.53': 64.49817991271064, 'He I: 5875.66': 7.760234726749114, 'He II: 4199.83': 4.78797093048836, 'H$\\gamma$: 4340.46': 8.969480756000136, 'H11: 3770.63': 30.65179307942135, 'H10: 3797.90': 33.323090876627745, 'He I: 3819.62': 6.1945211257120985, 'H9: 3835.38': 23.515125979473453, 'H8: 3889.05': 12.16683129554278}","{'H$\\beta$: 4861.33': 66.95681812111094, 'He I: 4921.93': 59.69220590301028, 'He I: 5015.68': 20.817471830533194, 'He II: 5411.53': 64.49518024649234, 'He I: 5875.66': 6.487164043649029, 'He II: 4199.83': 4.785950264018166, 'H$\\gamma$: 4340.46': 8.763606828925562, 'H11: 3770.63': 30.246372401635632, 'H10: 3797.90': 32.84606056049185, 'He I: 3819.62': 5.980098166159793, 'H9: 3835.38': 23.181292250253914, 'H8: 3889.05': 11.895928107937383}"
T18000logg2.8,"{'H$\\beta$: 4861.33': 83.66940288056622, 'He I: 4921.93': 51.97587303939336, 'He I: 5015.68': 20.264831611761856, 'He II: 5411.53': 64.72261376919974, 'He I: 5875.66': 7.165378999712613, 'He II: 4199.83': 4.859498596450762, 'H$\\gamma$: 4340.46': 12.795822768321731, 'H11: 3770.63': 41.849426498145824, 'H10: 3797.90': 46.421407129951, 'He I: 3819.62': 8.444883729301644, 'H9: 3835.38': 35.102029087534646, 'H8: 3889.05': 19.08190716008211}","{'H$\\beta$: 4861.33': 82.35699514803825, 'He I: 4921.93': 50.14879728547754, 'He I: 5015.68': 19.545624057755862, 'He II: 5411.53': 64.7182339882459, 'He I: 5875.66': 5.979776499604677, 'He II: 4199.83': 4.857215415058055, 'H$\\gamma$: 4340.46': 12.604781651090997, 'H11: 3770.63': 41.43751070764445, 'H10: 3797.90': 45.923509532394995, 'He I: 3819.62': 8.197626885789754, 'H9: 3835.38': 34.757125894060465, 'H8: 3889.05': 18.820210072217964}"
T18000logg3.0,"{'H$\\beta$: 4861.33': 125.08788634865257, 'He I: 4921.93': 46.85158366626871, 'He I: 5015.68': 17.974570124254114, 'He II: 5411.53': 64.7476091783781, 'He I: 5875.66': 7.0880823750364215, 'He II: 4199.83': 4.894729305848637, 'H$\\gamma$: 4340.46': 19.635920515823386, 'H11: 3770.63': 59.06836400381596, 'H10: 3797.90': 63.95260792058413, 'He I: 3819.62': 10.519247247573729, 'H9: 3835.38': 46.37946962059756, 'H8: 3889.05': 30.519004593479597}","{'H$\\beta$: 4861.33': 123.79629960214169, 'He I: 4921.93': 45.26033284950749, 'He I: 5015.68': 17.26824134618585, 'He II: 5411.53': 64.74333773892805, 'He I: 5875.66': 5.929355829952305, 'He II: 4199.83': 4.893056543808083, 'H$\\gamma$: 4340.46': 19.41682666374823, 'H11: 3770.63': 58.63097191250749, 'H10: 3797.90': 63.41415240347097, 'He I: 3819.62': 10.251660831001656, 'H9: 3835.38': 45.99699535446837, 'H8: 3889.05': 30.248199193764666}"
T18000logg3.2,"{'H$\\beta$: 4861.33': 155.32867044843945, 'He I: 4921.93': 46.665001095324094, 'He I: 5015.68': 16.894300908574245, 'He II: 5411.53': 64.87808705268193, 'He I: 5875.66': 6.721064845898875, 'He II: 4199.83': 4.968576912478386, 'H$\\gamma$: 4340.46': 26.085396437877822, 'H11: 3770.63': 75.052394553907, 'H10: 3797.90': 80.1444109798123, 'He I: 3819.62': 13.455746272803255, 'H9: 3835.38': 59.446517284871256, 'H8: 3889.05': 41.933950787969536}","{'H$\\beta$: 4861.33': 154.20831426348286, 'He I: 4921.93': 45.10827331259028, 'He I: 5015.68': 16.203821558742256, 'He II: 5411.53': 64.87479248848435, 'He I: 5875.66': 5.627814613763636, 'He II: 4199.83': 4.967122434174418, 'H$\\gamma$: 4340.46': 25.870697655458514, 'H11: 3770.63': 74.61371419752862, 'H10: 3797.90': 79.59652556516833, 'He I: 3819.62': 13.16334375257431, 'H9: 3835.38': 59.052002044292095, 'H8: 3889.05': 41.66680908157192}"
T18000logg3.4,"{'H$\\beta$: 4861.33': 166.98784089689298, 'He I: 4921.93': 49.00795895257367, 'He I: 5015.68': 16.447388488728674, 'He II: 5411.53': 64.98886907472402, 'He I: 5875.66': 6.917010162947279, 'He II: 4199.83': 5.0296325681247405, 'H$\\gamma$: 4340.46': 30.349464976465132, 'H11: 3770.63': 85.13503845534812, 'H10: 3797.90': 90.16231263524854, 'He I: 3819.62': 16.442135304174965, 'H9: 3835.38': 68.22354263950231, 'H8: 3889.05': 50.40189233185238}","{'H$\\beta$: 4861.33': 166.0056375923986, 'He I: 4921.93': 47.42922051537746, 'He I: 5015.68': 15.76114391367931, 'He II: 5411.53': 64.98662883254028, 'He I: 5875.66': 5.8462266611056695, 'He II: 4199.83': 5.028487152190211, 'H$\\gamma$: 4340.46': 30.140760721100964, 'H11: 3770.63': 84.72050167562038, 'H10: 3797.90': 89.63756350546369, 'He I: 3819.62': 16.136816552953455, 'H9: 3835.38': 67.84207802673129, 'H8: 3889.05': 50.14619949426553}"
T19000logg2.4,"{'H$\\beta$: 4861.33': 13.234650546350741, 'He I: 4921.93': 46.192326777700245, 'He I: 5015.68': 10.28106883025773, 'He II: 5411.53': 62.90965768224355, 'He I: 5875.66': 6.580687455229676, 'He II: 4199.83': 4.695259335924878, 'H$\\gamma$: 4340.46': 1.5811726034392737, 'H11: 3770.63': 7.619273514072265, 'H10: 3797.90': 8.181183730486842, 'He I: 3819.62': 2.679737012178703, 'H9: 3835.38': 4.051620870472022, 'H8: 3889.05': 2.152727527440249}","{'H$\\beta$: 4861.33': 12.183620914850179, 'He I: 4921.93': 44.565947179266416, 'He I: 5015.68': 9.775486068481573, 'He II: 5411.53': 62.91995917475805, 'He I: 5875.66': 5.492214811670851, 'He II: 4199.83': 4.694066999308212, 'H$\\gamma$: 4340.46': 1.4634917674803156, 'H11: 3770.63': 7.375161034631114, 'H10: 3797.90': 7.887760089312166, 'He I: 3819.62': 2.5467829497230996, 'H9: 3835.38': 3.8513208346797323, 'H8: 3889.05': 1.979856691177739}"
T19000logg2.6,"{'H$\\beta$: 4861.33': 32.63174978554405, 'He I: 4921.93': 50.921659420471514, 'He I: 5015.68': 15.236747445090602, 'He II: 5411.53': 64.38090927756424, 'He I: 5875.66': 6.482372766768759, 'He II: 4199.83': 4.610578138819258, 'H$\\gamma$: 4340.46': 4.231625314228644, 'H11: 3770.63': 16.640923816750917, 'H10: 3797.90': 19.956382910981464, 'He I: 3819.62': 4.207806108665568, 'H9: 3835.38': 12.03096325300523, 'H8: 3889.05': 5.358289738862638}","{'H$\\beta$: 4861.33': 31.40216400632494, 'He I: 4921.93': 49.22743642093409, 'He I: 5015.68': 14.644919592266994, 'He II: 5411.53': 64.38108578778845, 'He I: 5875.66': 5.363244100220607, 'He II: 4199.83': 4.608328311949253, 'H$\\gamma$: 4340.46': 4.086665336120252, 'H11: 3770.63': 16.33851471810324, 'H10: 3797.90': 19.583546989537272, 'He I: 3819.62': 4.042354478996199, 'H9: 3835.38': 11.80072103120704, 'H8: 3889.05': 5.14947140308799}"
T19000logg2.8,"{'H$\\beta$: 4861.33': 66.86425393033716, 'He I: 4921.93': 47.311250555965174, 'He I: 5015.68': 16.73104820020538, 'He II: 5411.53': 64.34022997145445, 'He I: 5875.66': 6.98591531780096, 'He II: 4199.83': 4.706971555496459, 'H$\\gamma$: 4340.46': 9.32723762785382, 'H11: 3770.63': 31.265826870832328, 'H10: 3797.90': 36.3098948939546, 'He I: 3819.62': 6.5342647774915275, 'H9: 3835.38': 24.161406805530913, 'H8: 3889.05': 13.168156777621835}","{'H$\\beta$: 4861.33': 65.59610631237094, 'He I: 4921.93': 45.742450887321574, 'He I: 5015.68': 16.095143730323052, 'He II: 5411.53': 64.33128636070752, 'He I: 5875.66': 5.816277854813618, 'He II: 4199.83': 4.704381854107995, 'H$\\gamma$: 4340.46': 9.150718510046275, 'H11: 3770.63': 30.901871039813592, 'H10: 3797.90': 35.858780749671034, 'He I: 3819.62': 6.324190056769196, 'H9: 3835.38': 23.86530747215599, 'H8: 3889.05': 12.930675706527298}"
T19000logg3.0,"{'H$\\beta$: 4861.33': 101.22996998676682, 'He I: 4921.93': 49.91024894702927, 'He I: 5015.68': 17.739139754794873, 'He II: 5411.53': 64.8509256956145, 'He I: 5875.66': 7.03833023774564, 'He II: 4199.83': 4.8099475852866105, 'H$\\gamma$: 4340.46': 15.370858938493068, 'H11: 3770.63': 46.77577640240987, 'H10: 3797.90': 52.36372576558597, 'He I: 3819.62': 9.08711350401779, 'H9: 3835.38': 37.31364996072083, 'H8: 3889.05': 22.782166113262193}","{'H$\\beta$: 4861.33': 100.02077906459742, 'He I: 4921.93': 48.2935628451117, 'He I: 5015.68': 17.072086967484893, 'He II: 5411.53': 64.84319549563293, 'He I: 5875.66': 5.882736901230905, 'He II: 4199.83': 4.807632686450335, 'H$\\gamma$: 4340.46': 15.183339752066939, 'H11: 3770.63': 46.386205825879884, 'H10: 3797.90': 51.87483025176211, 'He I: 3819.62': 8.840296232642528, 'H9: 3835.38': 36.97629453720157, 'H8: 3889.05': 22.540492185348434}"
T19000logg3.2,"{'H$\\beta$: 4861.33': 129.91749449389036, 'He I: 4921.93': 49.737726212139464, 'He I: 5015.68': 17.14783638070246, 'He II: 5411.53': 64.59391449693102, 'He I: 5875.66': 6.860032959972111, 'He II: 4199.83': 4.858443329068359, 'H$\\gamma$: 4340.46': 21.04640040296583, 'H11: 3770.63': 61.19047753784476, 'H10: 3797.90': 66.89354409178907, 'He I: 3819.62': 11.90563699164311, 'H9: 3835.38': 49.224281973154675, 'H8: 3889.05': 33.08522932001754}","{'H$\\beta$: 4861.33': 128.8047147873232, 'He I: 4921.93': 48.15324898126985, 'He I: 5015.68': 16.484359118836483, 'He II: 5411.53': 64.58832447373499, 'He I: 5875.66': 5.742536506178952, 'He II: 4199.83': 4.85625681036591, 'H$\\gamma$: 4340.46': 20.85957285157455, 'H11: 3770.63': 60.799170491424654, 'H10: 3797.90': 66.39892466012277, 'He I: 3819.62': 11.62820845160504, 'H9: 3835.38': 48.872942261459166, 'H8: 3889.05': 32.84981235007452}"
T19000logg3.4,"{'H$\\beta$: 4861.33': 142.73625020949416, 'He I: 4921.93': 49.57639546037389, 'He I: 5015.68': 16.494927353891082, 'He II: 5411.53': 64.83940263878736, 'He I: 5875.66': 6.501406606514684, 'He II: 4199.83': 4.959961888391259, 'H$\\gamma$: 4340.46': 24.981859411808685, 'H11: 3770.63': 72.91870645107011, 'H10: 3797.90': 78.7126248827549, 'He I: 3819.62': 14.83090783891757, 'H9: 3835.38': 58.88820529492316, 'H8: 3889.05': 42.47264665893926}","{'H$\\beta$: 4861.33': 141.84110134216382, 'He I: 4921.93': 48.02262539216184, 'He I: 5015.68': 15.834253220217434, 'He II: 5411.53': 64.83569115495028, 'He I: 5875.66': 5.45615696115972, 'He II: 4199.83': 4.9583401583720095, 'H$\\gamma$: 4340.46': 24.801489480299956, 'H11: 3770.63': 72.53297086583835, 'H10: 3797.90': 78.21968924999244, 'He I: 3819.62': 14.535004752106351, 'H9: 3835.38': 58.534645281119815, 'H8: 3889.05': 42.24030156108492}"
T19000logg3.6,"{'H$\\beta$: 4861.33': 159.79010490871494, 'He I: 4921.93': 77.32077471202814, 'He I: 5015.68': 20.920655443919202, 'He II: 5411.53': 65.03627234668083, 'He I: 5875.66': 8.345193000099, 'He II: 4199.83': 4.988735707337969, 'H$\\gamma$: 4340.46': 31.108052899552998, 'H11: 3770.63': 85.75849381124246, 'H10: 3797.90': 91.23331418606016, 'He I: 3819.62': 20.120650826889136, 'H9: 3835.38': 71.45889172705556, 'H8: 3889.05': 53.45891833142915}","{'H$\\beta$: 4861.33': 159.0446260312568, 'He I: 4921.93': 75.18990406938471, 'He I: 5015.68': 20.12160635070521, 'He II: 5411.53': 65.03491089488442, 'He I: 5875.66': 7.2072852298435235, 'He II: 4199.83': 4.987173492940055, 'H$\\gamma$: 4340.46': 30.932835170080462, 'H11: 3770.63': 85.39483621897534, 'H10: 3797.90': 90.76569504031642, 'He I: 3819.62': 19.782648407992003, 'H9: 3835.38': 71.10991409271415, 'H8: 3889.05': 53.23584562548566}"
T20000logg2.4,"{'H$\\beta$: 4861.33': 6.218572397317735, 'He I: 4921.93': 34.79652669857643, 'He I: 5015.68': 5.287629378145284, 'He II: 5411.53': 62.41715707506483, 'He I: 5875.66': 6.214041232760888, 'He II: 4199.83': 4.5441390929258665, 'H$\\gamma$: 4340.46': 1.0818059701642524, 'H11: 3770.63': 4.4925121560728805, 'H10: 3797.90': 4.899232568559479, 'He I: 3819.62': 1.9164243501675098, 'H9: 3835.38': 2.5903203176616847, 'H8: 3889.05': 1.8397310589666374}","{'H$\\beta$: 4861.33': 5.419982129473004, 'He I: 4921.93': 33.60113173068261, 'He I: 5015.68': 4.965195442874323, 'He II: 5411.53': 62.4355486718037, 'He I: 5875.66': 5.343557815379666, 'He II: 4199.83': 4.543484376698389, 'H$\\gamma$: 4340.46': 0.9942612390770978, 'H11: 3770.63': 4.292102913572283, 'H10: 3797.90': 4.65059927372514, 'He I: 3819.62': 1.8196346744762588, 'H9: 3835.38': 2.4723475804546067, 'H8: 3889.05': 1.701192374080808}"
T20000logg2.6,"{'H$\\beta$: 4861.33': 22.883105937092832, 'He I: 4921.93': 49.747487688704865, 'He I: 5015.68': 11.22023842504907, 'He II: 5411.53': 62.08715974883498, 'He I: 5875.66': 6.238885242807668, 'He II: 4199.83': 4.491449300677709, 'H$\\gamma$: 4340.46': 2.9569179695584347, 'H11: 3770.63': 12.19264124901607, 'H10: 3797.90': 14.1206432951632, 'He I: 3819.62': 3.2988684719375874, 'H9: 3835.38': 8.072319165213127, 'H8: 3889.05': 3.3045982061637753}","{'H$\\beta$: 4861.33': 21.84862704103856, 'He I: 4921.93': 48.14518168624567, 'He I: 5015.68': 10.720018028661706, 'He II: 5411.53': 62.10045971684571, 'He I: 5875.66': 5.164000730168741, 'He II: 4199.83': 4.490227939121269, 'H$\\gamma$: 4340.46': 2.8550066639214657, 'H11: 3770.63': 11.93067483824406, 'H10: 3797.90': 13.80044864694746, 'He I: 3819.62': 3.158959435849101, 'H9: 3835.38': 7.8793485797145575, 'H8: 3889.05': 3.1358122910693833}"
T20000logg2.8,"{'H$\\beta$: 4861.33': 50.84607280549128, 'He I: 4921.93': 45.82106770226629, 'He I: 5015.68': 12.746297767572463, 'He II: 5411.53': 63.40919308048825, 'He I: 5875.66': 6.91835381543191, 'He II: 4199.83': 4.5872332936508045, 'H$\\gamma$: 4340.46': 6.80292560862427, 'H11: 3770.63': 20.945073169593243, 'H10: 3797.90': 25.75335488857187, 'He I: 3819.62': 5.025400929572545, 'H9: 3835.38': 16.96659184262991, 'H8: 3889.05': 8.095308131824567}","{'H$\\beta$: 4861.33': 49.49023351259127, 'He I: 4921.93': 44.37983555737224, 'He I: 5015.68': 12.236584616120163, 'He II: 5411.53': 63.400075812638896, 'He I: 5875.66': 5.754286069801277, 'He II: 4199.83': 4.584212701621994, 'H$\\gamma$: 4340.46': 6.650280526024111, 'H11: 3770.63': 20.653065541065363, 'H10: 3797.90': 25.378090302491294, 'He I: 3819.62': 4.85114673294537, 'H9: 3835.38': 16.73592138472573, 'H8: 3889.05': 7.895240252191898}"
T20000logg3.0,"{'H$\\beta$: 4861.33': 73.68715139579186, 'He I: 4921.93': 50.695905161191725, 'He I: 5015.68': 15.539765935801812, 'He II: 5411.53': 63.8684878691866, 'He I: 5875.66': 6.6223054871213245, 'He II: 4199.83': 4.662448418844566, 'H$\\gamma$: 4340.46': 10.946040887752485, 'H11: 3770.63': 33.687342455515996, 'H10: 3797.90': 39.52260915040971, 'He I: 3819.62': 7.123250024547611, 'H9: 3835.38': 27.68174976606838, 'H8: 3889.05': 15.249883025941523}","{'H$\\beta$: 4861.33': 72.53385502574338, 'He I: 4921.93': 49.151999755921864, 'He I: 5015.68': 14.975347795961632, 'He II: 5411.53': 63.859373791639555, 'He I: 5875.66': 5.507692825123653, 'He II: 4199.83': 4.6593615466434635, 'H$\\gamma$: 4340.46': 10.799751407375878, 'H11: 3770.63': 33.36619562655072, 'H10: 3797.90': 39.10778615553644, 'He I: 3819.62': 6.915279483108356, 'H9: 3835.38': 27.409643039105337, 'H8: 3889.05': 15.050692744203655}"
T20000logg3.2,"{'H$\\beta$: 4861.33': 99.16819246893193, 'He I: 4921.93': 50.882844425836815, 'He I: 5015.68': 15.99924445060239, 'He II: 5411.53': 64.270125715837, 'He I: 5875.66': 6.505812706992706, 'He II: 4199.83': 4.7652275899026995, 'H$\\gamma$: 4340.46': 15.73793819956393, 'H11: 3770.63': 46.76809525160226, 'H10: 3797.90': 52.90352010431627, 'He I: 3819.62': 9.650693678636346, 'H9: 3835.38': 38.47536487282714, 'H8: 3889.05': 24.204314429760103}","{'H$\\beta$: 4861.33': 98.10699648633405, 'He I: 4921.93': 49.33407696280615, 'He I: 5015.68': 15.407129954312865, 'He II: 5411.53': 64.26241306796575, 'He I: 5875.66': 5.41827097368058, 'He II: 4199.83': 4.762363015415458, 'H$\\gamma$: 4340.46': 15.58178889409551, 'H11: 3770.63': 46.432177743874774, 'H10: 3797.90': 52.46874550623696, 'He I: 3819.62': 9.408140161613897, 'H9: 3835.38': 38.17536819919349, 'H8: 3889.05': 24.003333426113848}"
T20000logg3.4,"{'H$\\beta$: 4861.33': 123.49578302190146, 'He I: 4921.93': 51.79091728220286, 'He I: 5015.68': 16.14791430005867, 'He II: 5411.53': 64.56096590276437, 'He I: 5875.66': 6.3396843002762635, 'He II: 4199.83': 4.8660953074066065, 'H$\\gamma$: 4340.46': 20.725210839403783, 'H11: 3770.63': 59.70681936113336, 'H10: 3797.90': 66.31855399733007, 'He I: 3819.62': 12.793705072754893, 'H9: 3835.38': 49.5168044062719, 'H8: 3889.05': 34.014420541226436}","{'H$\\beta$: 4861.33': 122.55063538025263, 'He I: 4921.93': 50.23316524829388, 'He I: 5015.68': 15.531419166074555, 'He II: 5411.53': 64.55499734927398, 'He I: 5875.66': 5.2993246064747535, 'He II: 4199.83': 4.863759038245258, 'H$\\gamma$: 4340.46': 20.562814165608778, 'H11: 3770.63': 59.361701836189816, 'H10: 3797.90': 65.86689243610057, 'He I: 3819.62': 12.521882741695896, 'H9: 3835.38': 49.196244107390974, 'H8: 3889.05': 33.80797531104889}"
T20000logg3.6,"{'H$\\beta$: 4861.33': 128.9374524799201, 'He I: 4921.93': 52.84883537865077, 'He I: 5015.68': 15.16303677054207, 'He II: 5411.53': 64.88840135402329, 'He I: 5875.66': 6.162045346860268, 'He II: 4199.83': 4.928733243754514, 'H$\\gamma$: 4340.46': 23.57312218622753, 'H11: 3770.63': 69.29449898783729, 'H10: 3797.90': 75.7582776309002, 'He I: 3819.62': 16.0154378516495, 'H9: 3835.38': 57.47871197480956, 'H8: 3889.05': 42.23958821741756}","{'H$\\beta$: 4861.33': 128.22710933227881, 'He I: 4921.93': 51.317223479738516, 'He I: 5015.68': 14.567150514254909, 'He II: 5411.53': 64.88372421035915, 'He I: 5875.66': 5.180227167169941, 'He II: 4199.83': 4.92664051556198, 'H$\\gamma$: 4340.46': 23.427815547892415, 'H11: 3770.63': 68.97256546449407, 'H10: 3797.90': 75.3341644648525, 'He I: 3819.62': 15.72702064751741, 'H9: 3835.38': 57.17408591976138, 'H8: 3889.05': 42.04671978336124}"
T20000logg3.8,"{'H$\\beta$: 4861.33': 121.85948325546309, 'He I: 4921.93': 74.80469166293503, 'He I: 5015.68': 17.560681123326397, 'He II: 5411.53': 65.17452492908701, 'He I: 5875.66': 7.610589500989041, 'He II: 4199.83': 5.0445108194384805, 'H$\\gamma$: 4340.46': 25.371380760853466, 'H11: 3770.63': 72.83499802721892, 'H10: 3797.90': 78.58764375408799, 'He I: 3819.62': 19.885458090564896, 'H9: 3835.38': 61.7417789579772, 'H8: 3889.05': 47.386753166569015}","{'H$\\beta$: 4861.33': 121.40376255714878, 'He I: 4921.93': 72.8845151896976, 'He I: 5015.68': 16.914691609997575, 'He II: 5411.53': 65.17467427259777, 'He I: 5875.66': 6.590651863143822, 'He II: 4199.83': 5.042528315282992, 'H$\\gamma$: 4340.46': 25.249014454395397, 'H11: 3770.63': 72.5623655712147, 'H10: 3797.90': 78.22591867126937, 'He I: 3819.62': 19.58391121874395, 'H9: 3835.38': 61.47423921241086, 'H8: 3889.05': 47.21844826678222}"
T21000logg2.4,"{'H$\\beta$: 4861.33': 5.336599619068321, 'He I: 4921.93': 20.012824748875353, 'He I: 5015.68': 3.274578334391446, 'He II: 5411.53': 34.728142961045116, 'He I: 5875.66': 8.251216740455765, 'He II: 4199.83': 3.637438389156622, 'H$\\gamma$: 4340.46': 1.0471641373835272, 'H11: 3770.63': 2.97924032058544, 'H10: 3797.90': 2.7958617308555147, 'He I: 3819.62': 1.3505126002648948, 'H9: 3835.38': 3.2878045437987216, 'H8: 3889.05': 2.6018159147589492}","{'H$\\beta$: 4861.33': 4.54582721371666, 'He I: 4921.93': 18.989351849447054, 'He I: 5015.68': 3.0429829185051633, 'He II: 5411.53': 34.966511261365234, 'He I: 5875.66': 7.739822049937909, 'He II: 4199.83': 3.647434668085736, 'H$\\gamma$: 4340.46': 0.9572643874469657, 'H11: 3770.63': 2.8158127124768026, 'H10: 3797.90': 2.5921010386582672, 'He I: 3819.62': 1.2838775262383264, 'H9: 3835.38': 3.0807254396067782, 'H8: 3889.05': 2.495341859122972}"
T21000logg2.6,"{'H$\\beta$: 4861.33': 15.313531082402578, 'He I: 4921.93': 33.76311741301374, 'He I: 5015.68': 7.279885873416564, 'He II: 5411.53': 58.28615124633233, 'He I: 5875.66': 5.642309546840258, 'He II: 4199.83': 4.210461139862597, 'H$\\gamma$: 4340.46': 2.0412782580600224, 'H11: 3770.63': 8.511137058612773, 'H10: 3797.90': 9.398117517285272, 'He I: 3819.62': 2.568673233660343, 'H9: 3835.38': 4.738642808875558, 'H8: 3889.05': 2.200385801587843}","{'H$\\beta$: 4861.33': 14.414065609586107, 'He I: 4921.93': 32.60524412090851, 'He I: 5015.68': 6.894359962885099, 'He II: 5411.53': 58.336299627117356, 'He I: 5875.66': 4.710097674846635, 'He II: 4199.83': 4.211763650270974, 'H$\\gamma$: 4340.46': 1.9534338362475803, 'H11: 3770.63': 8.287761507320385, 'H10: 3797.90': 9.130024588006766, 'He I: 3819.62': 2.451891234622107, 'H9: 3835.38': 4.568781869291768, 'H8: 3889.05': 2.0583740262983024}"
T21000logg2.8,"{'H$\\beta$: 4861.33': 37.272054835303535, 'He I: 4921.93': 41.92229483593961, 'He I: 5015.68': 9.651670040700006, 'He II: 5411.53': 62.069250613709315, 'He I: 5875.66': 5.843265488156303, 'He II: 4199.83': 4.4787970433863435, 'H$\\gamma$: 4340.46': 4.610718130323028, 'H11: 3770.63': 16.07538960198063, 'H10: 3797.90': 19.193072792836944, 'He I: 3819.62': 3.9388476622235573, 'H9: 3835.38': 11.914264208777613, 'H8: 3889.05': 5.325423830461196}","{'H$\\beta$: 4861.33': 36.18699403962792, 'He I: 4921.93': 40.600774192423316, 'He I: 5015.68': 9.217790011485132, 'He II: 5411.53': 62.0768369572681, 'He I: 5875.66': 4.818375938273522, 'He II: 4199.83': 4.476783755683338, 'H$\\gamma$: 4340.46': 4.5102054660067985, 'H11: 3770.63': 15.831958317296294, 'H10: 3797.90': 18.88434583605122, 'He I: 3819.62': 3.793231502476537, 'H9: 3835.38': 11.72787536976311, 'H8: 3889.05': 5.17134867154522}"
T21000logg3.0,"{'H$\\beta$: 4861.33': 68.80095361388133, 'He I: 4921.93': 53.9116301090673, 'He I: 5015.68': 12.930526493223244, 'He II: 5411.53': 63.392457188004585, 'He I: 5875.66': 6.453508194321933, 'He II: 4199.83': 4.5956928871321026, 'H$\\gamma$: 4340.46': 9.180795815578591, 'H11: 3770.63': 26.425685474438975, 'H10: 3797.90': 31.264261504279084, 'He I: 3819.62': 5.7791614453871665, 'H9: 3835.38': 21.589935049361344, 'H8: 3889.05': 11.339425834418384}","{'H$\\beta$: 4861.33': 67.6024362391469, 'He I: 4921.93': 52.35470821446, 'He I: 5015.68': 12.416233915032594, 'He II: 5411.53': 63.38646953900622, 'He I: 5875.66': 5.352403128117345, 'He II: 4199.83': 4.592869030653892, 'H$\\gamma$: 4340.46': 9.055483334794054, 'H11: 3770.63': 26.15526878818781, 'H10: 3797.90': 30.911598278077005, 'He I: 3819.62': 5.600095599795691, 'H9: 3835.38': 21.35915405768559, 'H8: 3889.05': 11.171260532591274}"
T21000logg3.2,"{'H$\\beta$: 4861.33': 86.94356045235743, 'He I: 4921.93': 53.293744898731106, 'He I: 5015.68': 14.14693025892138, 'He II: 5411.53': 63.67151326040605, 'He I: 5875.66': 6.242717940765844, 'He II: 4199.83': 4.638987974805808, 'H$\\gamma$: 4340.46': 12.591264812328374, 'H11: 3770.63': 35.52881359992532, 'H10: 3797.90': 41.99531261632376, 'He I: 3819.62': 7.724277441643728, 'H9: 3835.38': 30.228023386133717, 'H8: 3889.05': 17.358029567702914}","{'H$\\beta$: 4861.33': 85.87043242863358, 'He I: 4921.93': 51.76892325860565, 'He I: 5015.68': 13.628681080828324, 'He II: 5411.53': 63.66338532435856, 'He I: 5875.66': 5.178416274193141, 'He II: 4199.83': 4.635624968655692, 'H$\\gamma$: 4340.46': 12.467212954957711, 'H11: 3770.63': 35.24754822233142, 'H10: 3797.90': 41.61691008396155, 'He I: 3819.62': 7.520307721249829, 'H9: 3835.38': 29.97479836726, 'H8: 3889.05': 17.192011663911504}"
T21000logg3.4,"{'H$\\beta$: 4861.33': 122.5520591399005, 'He I: 4921.93': 54.32043034887799, 'He I: 5015.68': 15.031727632537397, 'He II: 5411.53': 64.01394206331803, 'He I: 5875.66': 6.408232161870967, 'He II: 4199.83': 4.735565940061852, 'H$\\gamma$: 4340.46': 17.93531740687296, 'H11: 3770.63': 46.92050881193098, 'H10: 3797.90': 54.01466928031812, 'He I: 3819.62': 10.397247300730145, 'H9: 3835.38': 40.00104197821183, 'H8: 3889.05': 25.90586439807138}","{'H$\\beta$: 4861.33': 121.43149116741672, 'He I: 4921.93': 52.77688908199314, 'He I: 5015.68': 14.485222465835175, 'He II: 5411.53': 64.00573430685492, 'He I: 5875.66': 5.3431147550172735, 'He II: 4199.83': 4.732606225467921, 'H$\\gamma$: 4340.46': 17.788984075121004, 'H11: 3770.63': 46.62625276901619, 'H10: 3797.90': 53.61597507111276, 'He I: 3819.62': 10.160324056513117, 'H9: 3835.38': 39.722346451595705, 'H8: 3889.05': 25.73055620041388}"
